gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.94,2032.75,0
Male,1,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,105.46,6740.9,1
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.31,5692.31,0
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.9,1145.72,0
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.55,3154.96,0
Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,83.96,172.36,0
Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.81,4179.69,0
Male,0,No,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),23.08,987.14,0
Female,1,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,92.22,2616.77,1
Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,107.32,174.51,1
Male,0,Yes,No,57,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),76.23,4319.25,0
Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58.29,1874.59,0
Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,63.15,2737.0,0
Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.81,6023.85,0
Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,37.83,1170.68,1
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.44,1991.02,0
Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,52.7,3322.76,0
Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,20.98,806.23,0
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.89,983.42,1
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,62.82,1729.2,0
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,107.37,6658.75,0
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,82.7,2097.97,0
Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.47,5121.17,0
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.19,4061.9,0
Male,1,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.79,3096.98,0
Female,1,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),111.27,3293.63,0
Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),109.44,1206.92,0
Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.25,3733.68,0
Male,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.93,3392.54,0
Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.51,1074.91,1
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.12,275.93,0
Female,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.49,527.45,1
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,74.96,2287.72,1
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.08,5067.95,0
Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),111.31,250.54,1
Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.66,1418.89,1
Male,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,69.64,0.0,0
Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.59,884.68,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.81,2556.54,0
Female,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.51,4228.23,0
Female,1,No,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,96.04,562.55,1
Female,1,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),103.43,6407.48,0
Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.66,380.54,0
Female,1,No,Yes,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.46,2434.94,0
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.15,1698.89,0
Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),56.12,3751.99,0
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),43.39,1475.06,1
Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.67,7381.39,0
Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,71.39,320.19,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.7,1963.36,0
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.97,915.02,0
Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,72.39,5114.45,0
Female,0,No,Yes,65,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,101.36,6592.43,0
Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.48,3096.04,1
Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,57.19,3412.47,0
Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.37,770.5,0
Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.7,2395.72,1
Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.9,985.44,0
Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),20.71,772.3,0
Female,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,41.26,2603.78,0
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,34.23,2029.66,0
Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),90.23,3374.03,0
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.34,2023.44,0
Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.01,3188.07,0
Female,1,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,26.18,1082.92,0
Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),19.94,21.42,0
Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.51,3163.7,0
Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.57,2027.72,0
Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),80.2,2560.37,0
Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),69.17,4528.68,1
Male,0,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.84,1418.89,1
Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),101.85,1276.52,0
Female,1,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.71,1551.34,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.68,5739.27,0
Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.28,828.17,1
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),42.44,2278.77,0
Male,0,No,No,35,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.75,4032.46,0
Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.59,5932.59,1
Female,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,24.5,116.33,0
Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,18.24,521.37,1
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),23.86,1187.22,0
Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,52.97,1964.06,0
Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,98.81,2860.19,1
Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,68.46,4904.55,0
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,47.63,2519.74,0
Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,23.5,1672.64,0
Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.58,2585.87,0
Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,21.62,586.13,0
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,35.27,548.18,0
Female,1,No,Yes,47,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,105.87,4974.44,0
Male,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.16,4074.87,0
Female,1,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,117.57,6978.84,0
Male,0,No,No,59,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),107.44,6338.55,0
Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,103.57,379.09,0
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.47,2439.39,0
Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.83,5741.15,0
Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.05,485.88,0
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.79,5717.41,1
Male,1,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.1,1519.65,0
Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,95.47,5562.07,1
Female,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),50.47,452.17,0
Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,30.44,636.16,0
Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.91,2382.32,0
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.84,2768.98,1
Male,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,90.77,5240.38,0
Male,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.93,780.77,0
Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.23,480.22,1
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),83.8,2917.94,0
Male,1,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),24.91,247.36,1
Male,1,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.78,1605.5,0
Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,75.83,1404.65,0
Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.1,277.27,0
Male,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.91,158.97,0
Female,0,No,Yes,29,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.79,2131.94,1
Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.72,2116.94,0
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.45,1449.78,0
Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),106.85,4703.33,1
Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.41,1309.03,0
Male,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.8,416.34,0
Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),83.58,4981.77,0
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),90.48,3041.78,0
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),29.49,1363.77,0
Female,0,No,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.62,2210.78,0
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.71,358.44,0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,24.69,1308.54,0
Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,94.21,454.63,1
Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,3244.27,0
Female,1,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,84.61,4096.72,0
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),70.17,2560.28,0
Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.86,521.48,1
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.0,2400.69,0
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,87.88,27.31,0
Female,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,114.81,5540.85,0
Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.43,2170.32,0
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),65.05,3415.75,0
Female,0,No,No,51,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.14,4995.87,0
Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,117.3,6189.35,1
Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,107.64,4946.37,1
Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,47.75,1995.99,0
Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),113.36,2120.68,1
Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,37.8,1186.13,0
Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.14,893.0,0
Female,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,106.69,600.3,1
Male,1,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,49.34,3430.14,0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.22,1075.29,0
Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.48,4154.08,1
Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.1,3297.42,0
Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,112.75,2044.55,1
Female,0,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.4,1118.12,1
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,68.08,4494.32,0
Female,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.27,2972.62,0
Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.42,3451.57,1
Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),107.84,4423.87,1
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,117.09,5367.43,0
